Product title,Product variant title,Week,Ending inventory units,Inventory units sold
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","2026-03-30","-2","9"
"Robes in Plum","Mia Robe / Short","2026-03-30","27","1"
"Finley Romper in Sage","Sage / 6-9 Months","2026-03-30","17","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-03-30","13","3"
"Finley Romper in Lilac","Lilac / 3-6 Months","2026-03-30","31","0"
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months","2026-03-30","44","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","2026-03-30","79","25"
"Lila Labor & Postpartum Gown in Black","Black / Curve","2026-03-30","99","15"
"Robes in Midnight Blue","Mia Robe / Short","2026-03-30","88","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","2026-03-30","49","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-03-30","-1","0"
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","2026-03-30","-1","11"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-03-30","3","15"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-03-30","-1","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-03-30","-1","1"
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","2026-03-30","7","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","2026-03-30","51","5"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Petite","2026-03-30","1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","2026-03-30","2","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","2XL","2026-03-30","1","1"
"Finley Romper in Deep Teal","Deep Teal / 12-16 Months","2026-03-30","64","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-03-30","8","11"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Medium","2026-03-30","9","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-03-30","4","3"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-03-30","0","1"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-03-30","1","2"
"Amelia Labor & Postpartum Gown in Black","Black / Curve","2026-03-30","22","3"
"Baby Swaddle Set: Black","Hat & Bow","2026-03-30","138","4"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","2026-03-30","13","4"
"Finley Romper in Emerald","Emerald / 18-24 Months","2026-03-30","3","0"
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","2026-03-30","-2","0"
"Finley Romper in Dusty Rose","Dusty Rose / 9-12 Months","2026-03-30","30","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","2026-03-30","10","1"
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","2026-03-30","3","4"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-03-30","1","0"
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months","2026-03-30","20","0"
"Baby Swaddle Set: Periwinkle","Hat & Bow","2026-03-30","1","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-03-30","54","14"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-03-30","22","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","2026-03-30","2","2"
"Finley Romper in Plum","Plum / Newborn","2026-03-30","81","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Medium","2026-03-30","5","3"
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","2026-03-30","-1","0"
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","2026-03-30","11","0"
"Baby Swaddle Set: Vintage Floral","Hat & Bow","2026-03-30","53","8"
"Amelia Labor & Postpartum Gown Lilac","Curve","2026-03-30","0","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-03-30","1","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-03-30","13","7"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","2026-03-30","11","1"
"Lila Labor & Postpartum Gown in Sage","Sage / Petite","2026-03-30","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","2026-03-30","17","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Medium","2026-03-30","31","3"
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","2026-03-30","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Small","2026-03-30","8","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","2026-03-30","0","0"
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","2026-03-30","18","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","2026-04-06","9","6"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Small","2026-04-06","8","0"
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","2026-04-06","18","0"
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","2026-04-06","15","0"
"Robes in Dusty Rose","Mia Robe / Short","2026-04-06","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Medium","2026-04-06","30","1"
"Finley Romper in Midnight Blue","Midnight Blue / 12-16 Months","2026-04-06","20","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","2026-04-06","16","1"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-04-06","-1","14"
"Amelia Labor & Postpartum Gown Lilac","Curve","2026-04-06","15","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-04-06","1","0"
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","2026-04-06","11","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Medium","2026-04-06","1","4"
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","2026-04-06","-1","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-04-06","20","2"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-04-06","36","18"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","2026-04-06","0","1"
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months","2026-04-06","20","0"
"Baby Swaddle Set: Periwinkle","Hat & Bow","2026-04-06","0","1"
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","2026-04-06","15","3"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-04-06","7","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-04-06","4","2"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","2026-04-06","8","2"
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","2026-04-06","-2","0"
"Finley Romper in Emerald","Emerald / 18-24 Months","2026-04-06","3","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","2026-04-06","9","4"
"Baby Swaddle Set: Black","Hat & Bow","2026-04-06","137","1"
"Amelia Labor & Postpartum Gown in Black","Black / Curve","2026-04-06","14","8"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-04-06","-1","39"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-04-06","12","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Medium","2026-04-06","9","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-04-06","1","3"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-04-06","2","6"
"Finley Romper in Deep Teal","Deep Teal / 12-16 Months","2026-04-06","64","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","2026-04-06","2","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","2XL","2026-04-06","0","1"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Petite","2026-04-06","1","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-04-06","12","8"
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","2026-04-06","7","0"
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","2026-04-06","5","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","2026-04-06","50","1"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-04-06","1","3"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-04-06","15","0"
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","2026-04-06","4","31"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-04-06","13","2"
"Lila Labor & Postpartum Gown in Black","Black / Curve","2026-04-06","18","2"
"Robes in Midnight Blue","Mia Robe / Short","2026-04-06","86","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","2026-04-06","48","1"
"Finley Romper in Lilac","Lilac / 3-6 Months","2026-04-06","31","0"
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months","2026-04-06","44","0"
"Finley Romper in Sage","Sage / 6-9 Months","2026-04-06","17","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-04-06","6","7"
"Robes in Plum","Mia Robe / Short","2026-04-06","25","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","2XL","2026-04-06","16","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","2026-04-06","-3","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Small","2026-04-06","40","0"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-04-06","42","5"
"Finley Romper in Black","Black / Newborn","2026-04-06","-3","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Extra Large","2026-04-06","0","0"
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","2026-04-06","99","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-04-06","93","2"
"Finley Romper in Black","Black / 9-12 Months","2026-04-06","19","0"
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months","2026-04-06","19","0"
"Amelia Labor & Postpartum Gown Lilac","Standard","2026-04-06","7","9"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-04-06","2","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Extra Large","2026-04-06","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","2026-04-06","0","0"
"Baby Swaddle Set: Plum","Hat & Bow","2026-04-06","40","16"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Petite","2026-04-06","1","0"
"Finley Romper in Sage","Sage / 3-6 Months","2026-04-06","0","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","2026-04-06","9","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-04-06","0","23"
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","2026-04-06","21","8"
"Robes in Vintage Floral","Laura Robe / Long","2026-04-06","-7","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Standard","2026-04-06","21","36"
"Finley Romper in Black","Black / 6-9 Months","2026-04-06","23","0"
"Robes in Black","Laura Robe / Long","2026-04-06","50","5"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-04-06","14","1"
"Finley Romper in Periwinkle","Periwinkle / Newborn","2026-04-06","-1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","2026-04-06","1","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-04-06","16","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Large","2026-04-06","13","2"
"Robes in Emerald","Laura Robe / Long","2026-04-06","0","0"
"Finley Romper in Sage","Sage / Newborn","2026-04-06","-2","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","2026-04-06","13","50"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-04-06","27","6"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","2026-04-06","-3","2"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-04-06","10","5"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Curve","2026-04-06","14","1"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-04-06","14","1"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","2026-04-06","13","2"
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","2026-04-06","27","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-04-06","17","2"
"Robes in Deep Teal","Laura Robe / Long","2026-04-06","64","3"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-04-06","0","10"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","2026-04-06","24","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","2XL","2026-04-06","-1","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-04-06","-1","5"
"Robes in Periwinkle","Mia Robe / Short","2026-04-06","0","1"
"Robes in Dusty Rose","Laura Robe / Long","2026-04-06","1","0"
"Amelia Labor & Postpartum Gown Lilac","Petite","2026-04-06","0","0"
"Baby Swaddle Set: Sage","Hat & Bow","2026-04-06","55","8"
"Baby Swaddle Set: Emerald","Hat & Bow","2026-04-06","-3","0"
"Finley Romper in Dusty Rose","Dusty Rose / Newborn","2026-04-06","30","0"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-04-06","0","15"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","2026-04-06","18","2"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","2026-04-06","4","16"
"Lila Labor & Postpartum Gown in Black","Black / Standard","2026-04-06","-49","3"
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","2026-04-06","31","48"
"Baby Swaddle Set: Midnight Blue","Hat & Bow","2026-04-06","72","13"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-04-06","1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","2XL","2026-04-06","18","1"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-04-06","34","4"
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","2026-04-06","26","1"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-04-06","1","3"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-04-06","0","0"
"Robes in Sage","Mia Robe / Short","2026-04-06","-1","0"
"Finley Romper in Midnight Blue","Midnight Blue / Newborn","2026-04-06","-3","2"
"Lila Labor & Postpartum Gown in Sage","Sage / Slim Petite","2026-04-06","7","13"
"Finley Romper in Emerald","Emerald / Newborn","2026-04-06","-4","0"
"Finley Romper in Deep Teal","Deep Teal / 16-24 Months","2026-04-06","64","0"
"Robes in Plum","Laura Robe / Long","2026-04-06","43","8"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-04-06","148","11"
"Amelia Labor & Postpartum Gown Lilac","Full Figure","2026-04-06","1","0"
"Baby Swaddle Set: Dusty Rose","Hat & Bow","2026-04-06","53","19"
"Finley Romper in Black","Black / 18-24 Months","2026-04-06","83","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Standard","2026-04-06","19","1"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-04-06","41","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","2026-04-06","9","0"
"Finley Romper in Black","Black / 3-6 Months","2026-04-06","-1","0"
"Finley Romper in Emerald","Emerald / 3-6 Months","2026-04-06","77","1"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-04-06","0","0"
"Robes in Emerald","Mia Robe / Short","2026-04-06","-28","5"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Medium","2026-04-06","5","2"
"Robes in Lilac","Laura Robe / Long","2026-04-06","0","0"
"Finley Romper in Dusty Rose","Dusty Rose / 6-9 Months","2026-04-06","31","0"
"Baby Swaddle Set: Deep Teal","Hat & Bow","2026-04-06","9","13"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-04-06","1","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-04-06","2","3"
"Finley Romper in Periwinkle","Periwinkle / 3-6 Months","2026-04-06","30","2"
"Finley Romper in Emerald","Emerald / 6-9 Months","2026-04-06","18","0"
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","2026-04-06","25","0"
"Robes in Vintage Floral","Mia Robe / Short","2026-04-06","-2","2"
"Baby Swaddle Set: Lilac","Hat & Bow","2026-04-06","147","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Standard","2026-04-06","15","25"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Medium","2026-04-06","16","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-04-06","21","4"
"Finley Romper in Lilac","Lilac / 6-9 Months","2026-04-06","18","0"
"Finley Romper in Lilac","Lilac / Newborn","2026-04-06","17","0"
"Robes in Black","Mia Robe / Short","2026-04-06","57","4"
"Finley Romper in Plum","Plum / 6-9 Months","2026-04-06","112","0"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-04-06","14","0"
"Robes in Deep Teal","Mia Robe / Short","2026-04-06","59","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","2026-04-06","61","0"
"Baby Swaddle Set: Vintage Floral","Hat & Bow","2026-04-06","42","11"
"Robes in Sage","Laura Robe / Long","2026-04-06","0","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-04-06","1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","2026-04-06","8","4"
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-04-06","26","15"
"Finley Romper in Vintage Floral","Vintage Floral / 18-24 Months","2026-04-06","15","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Petite","2026-04-06","0","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-04-06","-4","1"
"Finley Romper in Emerald","Emerald / 9-12 Months","2026-04-06","82","0"
"Amelia Labor & Postpartum Gown in Black","Black / Petite","2026-04-06","1","0"
"Finley Romper in Dusty Rose","Dusty Rose / 9-12 Months","2026-04-06","30","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-04-06","2","8"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-04-06","14","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","2026-04-06","15","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Petite","2026-04-06","3","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Small","2026-04-06","24","2"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-04-06","0","0"
"Finley Romper in Deep Teal","Deep Teal / Newborn","2026-04-06","151","2"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-04-06","0","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-04-06","21","1"
"Robes in Lilac","Mia Robe / Short","2026-04-06","1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Large","2026-04-06","46","1"
"Lila Labor & Postpartum Gown in Black","Black / Slim Petite","2026-04-06","-1","33"
"Finley Romper in Plum","Plum / Newborn","2026-04-06","81","0"
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","2026-04-06","32","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","2026-04-06","0","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-04-06","11","6"
"Finley Romper in Plum","Plum / 3-6 Months","2026-04-06","-1","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Slim Petite","2026-04-06","9","8"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Extra Large","2026-04-06","6","3"
"Finley Romper in Deep Teal","Deep Teal / 9-12 Months","2026-04-06","64","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Curve","2026-04-06","11","1"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Slim Petite","2026-04-06","29","6"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-04-06","14","1"
"Finley Romper in Black","Black / 12-18 Months","2026-04-06","40","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Slim Petite","2026-04-06","0","2"
"Finley Romper in Periwinkle","Periwinkle / 18-24 Months","2026-04-06","20","0"
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","2026-04-06","0","0"
"Amelia Labor & Postpartum Gown in Black","Black / Standard","2026-04-06","12","4"
"Robes in Periwinkle","Laura Robe / Long","2026-04-06","5","3"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite","2026-04-06","0","1"
"Robes in Midnight Blue","Laura Robe / Long","2026-04-06","71","2"
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","2026-04-06","8","7"
"Amelia Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-04-06","16","0"
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","2026-04-06","128","2"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-04-06","-1","1"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-04-06","6","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Curve","2026-04-06","22","4"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-04-13","12","3"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Curve","2026-04-13","11","3"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-04-13","0","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","2026-04-13","-3","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","2026-04-13","-1","15"
"Robes in Emerald","Laura Robe / Long","2026-04-13","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Large","2026-04-13","12","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","2026-04-13","1","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-04-13","12","4"
"Finley Romper in Periwinkle","Periwinkle / Newborn","2026-04-13","-1","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-04-13","13","1"
"Robes in Dusty Rose","Laura Robe / Long","2026-04-13","1","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-04-13","27","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","2026-04-13","22","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","2XL","2026-04-13","-1","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-04-13","0","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-04-13","15","2"
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","2026-04-13","26","1"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","2026-04-13","9","5"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Extra Large","2026-04-13","0","0"
"Finley Romper in Black","Black / Newborn","2026-04-13","-3","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","2026-04-13","-3","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","2XL","2026-04-13","16","0"
"Robes in Plum","Mia Robe / Short","2026-04-13","17","8"
"Finley Romper in Plum","Plum / Newborn","2026-04-13","78","3"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-04-13","0","6"
"Finley Romper in Sage","Sage / 6-9 Months","2026-04-13","17","0"
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months","2026-04-13","44","0"
"Finley Romper in Lilac","Lilac / 3-6 Months","2026-04-13","31","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","2026-04-13","45","3"
"Lila Labor & Postpartum Gown in Black","Black / Curve","2026-04-13","87","17"
"Robes in Midnight Blue","Mia Robe / Short","2026-04-13","83","3"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-04-13","14","1"
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","2026-04-13","115","13"
"Finley Romper in Dusty Rose","Dusty Rose / 9-12 Months","2026-04-13","30","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-04-13","12","3"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-04-13","13","7"
"Robes in Black","Laura Robe / Long","2026-04-13","45","5"
"Finley Romper in Black","Black / 6-9 Months","2026-04-13","22","1"
"Robes in Vintage Floral","Laura Robe / Long","2026-04-13","-6","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Petite","2026-04-13","10","2"
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","2026-04-13","17","4"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-04-13","-1","1"
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","2026-04-13","9","0"
"Finley Romper in Sage","Sage / 3-6 Months","2026-04-13","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","2026-04-13","0","0"
"Baby Swaddle Set: Plum","Hat & Bow","2026-04-13","21","19"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Petite","2026-04-13","1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Extra Large","2026-04-13","0","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","2026-04-13","5","3"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-04-13","2","0"
"Amelia Labor & Postpartum Gown Lilac","Standard","2026-04-13","3","4"
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months","2026-04-13","19","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-04-13","87","6"
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","2026-04-13","99","0"
"Finley Romper in Black","Black / 9-12 Months","2026-04-13","18","1"
"Baby Swaddle Set: Vintage Floral","Hat & Bow","2026-04-13","33","9"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-04-13","1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Medium","2026-04-13","9","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-04-13","3","9"
"Amelia Labor & Postpartum Gown in Black","Black / Curve","2026-04-13","12","2"
